order_id,customer_id,order_date,subtotal,discount_amount,tax,shipping,total_revenue,order_status
ORD-00085,CUST-0862,2025-06-18 14:00:00,79.0,15.8,5.06,12.0,80.26,Completed
ORD-00086,CUST-0311,2025-10-14 16:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00087,CUST-0997,2025-05-20 11:00:00,69.0,13.8,4.42,12.0,71.62,Completed
ORD-00088,CUST-0958,2025-11-30 17:00:00,599.0,89.85,40.73,0.0,549.88,Completed
ORD-00089,CUST-1140,2025-05-01 14:00:00,576.0,0.0,46.08,0.0,622.08,Completed
ORD-00090,CUST-0366,2025-07-25 16:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00091,CUST-0744,2025-06-16 16:00:00,157.0,15.7,11.3,0.0,152.6,Completed
ORD-00092,CUST-0364,2025-02-13 21:00:00,384.0,76.8,24.58,0.0,331.78,Completed
ORD-00093,CUST-0841,2025-01-24 10:00:00,336.0,67.2,21.5,0.0,290.3,Completed
ORD-00094,CUST-0187,2025-01-12 19:00:00,267.0,0.0,21.36,0.0,288.36,Completed
ORD-00095,CUST-0359,2025-03-21 10:00:00,79.0,7.9,5.69,12.0,88.79,Completed
ORD-00096,CUST-0909,2025-04-01 15:00:00,327.0,0.0,26.16,0.0,353.16,Completed
ORD-00097,CUST-0015,2025-12-16 18:00:00,1005.0,0.0,80.4,0.0,1085.4,Completed
ORD-00098,CUST-1094,2025-08-13 15:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00099,CUST-0745,2025-12-18 14:00:00,428.0,64.2,29.1,0.0,392.9,Completed
ORD-00100,CUST-0291,2025-09-05 11:00:00,349.0,0.0,27.92,0.0,376.92,Completed
ORD-00101,CUST-1007,2025-05-14 13:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00102,CUST-1164,2025-01-18 10:00:00,79.0,11.85,5.37,12.0,84.52,Completed
ORD-00103,CUST-0629,2025-03-23 17:00:00,69.0,0.0,5.52,12.0,86.52,Completed
ORD-00104,CUST-0264,2025-06-08 12:00:00,89.0,8.9,6.41,12.0,98.51,Completed
ORD-00105,CUST-1197,2025-06-30 16:00:00,59.0,5.9,4.25,12.0,69.35,Completed
ORD-00106,CUST-0705,2025-12-22 13:00:00,94.0,9.4,6.77,12.0,103.37,Completed
ORD-00107,CUST-0992,2025-01-08 18:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00108,CUST-0245,2025-06-15 15:00:00,167.0,0.0,13.36,0.0,180.36,Completed
ORD-00109,CUST-0675,2025-06-19 16:00:00,599.0,59.9,43.13,0.0,582.23,Completed
ORD-00110,CUST-0502,2025-04-14 22:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00111,CUST-0545,2025-01-22 19:00:00,69.0,6.9,4.97,12.0,79.07,Completed
ORD-00112,CUST-0500,2025-12-20 15:00:00,114.0,22.8,7.3,0.0,98.5,Completed
ORD-00113,CUST-0171,2025-02-13 17:00:00,599.0,0.0,47.92,0.0,646.92,Completed
ORD-00114,CUST-0907,2025-04-10 17:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00115,CUST-1009,2025-06-16 15:00:00,138.0,13.8,9.94,0.0,134.14,Completed
ORD-00116,CUST-0699,2025-12-22 12:00:00,866.0,86.6,62.35,0.0,841.75,Completed
ORD-00117,CUST-0367,2025-11-13 12:00:00,35.0,3.5,2.52,12.0,46.02,Completed
ORD-00118,CUST-0397,2025-04-29 11:00:00,29.0,0.0,2.32,12.0,43.32,Completed
ORD-00119,CUST-0615,2025-04-18 17:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00120,CUST-0352,2025-11-09 18:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00121,CUST-0854,2025-05-18 11:00:00,148.0,0.0,11.84,0.0,159.84,Completed
ORD-00122,CUST-0725,2025-06-11 15:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00123,CUST-0828,2025-10-23 18:00:00,688.0,103.2,46.78,0.0,631.58,Completed
ORD-00124,CUST-0765,2025-10-25 13:00:00,89.0,17.8,5.7,12.0,88.9,Completed
ORD-00125,CUST-0562,2025-03-11 13:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00126,CUST-0799,2025-10-16 12:00:00,599.0,89.85,40.73,0.0,549.88,Completed
ORD-00127,CUST-1102,2025-05-22 15:00:00,49.0,4.9,3.53,12.0,59.63,Completed
ORD-00128,CUST-0309,2025-12-02 16:00:00,29.0,4.35,1.97,12.0,38.62,Completed
ORD-00129,CUST-1141,2025-06-28 08:00:00,49.0,7.35,3.33,12.0,56.98,Completed
ORD-00130,CUST-0740,2025-08-17 19:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00131,CUST-0408,2025-05-31 17:00:00,35.0,7.0,2.24,12.0,42.24,Completed
ORD-00132,CUST-0997,2025-09-28 08:00:00,258.0,0.0,20.64,0.0,278.64,Completed
ORD-00133,CUST-1033,2025-06-17 20:00:00,349.0,0.0,27.92,0.0,376.92,Completed
ORD-00134,CUST-1158,2025-11-27 16:00:00,777.0,77.7,55.94,0.0,755.24,Completed
ORD-00135,CUST-0150,2025-08-09 21:00:00,198.0,0.0,15.84,0.0,213.84,Completed
ORD-00136,CUST-1179,2025-12-17 22:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00137,CUST-0018,2025-10-10 12:00:00,88.0,13.2,5.98,12.0,92.78,Completed
ORD-00138,CUST-1182,2025-03-14 12:00:00,599.0,89.85,40.73,0.0,549.88,Completed
ORD-00139,CUST-0142,2025-05-29 18:00:00,69.0,6.9,4.97,12.0,79.07,Completed
ORD-00140,CUST-0728,2025-10-08 21:00:00,138.0,27.6,8.83,0.0,119.23,Completed
ORD-00141,CUST-0407,2025-11-07 21:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00142,CUST-0334,2025-03-03 15:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00143,CUST-0186,2025-07-04 15:00:00,906.0,0.0,72.48,0.0,978.48,Completed
ORD-00144,CUST-0727,2025-05-19 14:00:00,991.0,148.65,67.39,0.0,909.74,Completed
ORD-00145,CUST-0093,2025-03-12 17:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00146,CUST-0126,2025-04-12 12:00:00,278.0,27.8,20.02,0.0,270.22,Completed
ORD-00147,CUST-0372,2025-01-20 08:00:00,129.0,19.35,8.77,0.0,118.42,Completed
ORD-00148,CUST-0658,2025-01-31 08:00:00,728.0,72.8,52.42,0.0,707.62,Completed
ORD-00149,CUST-0324,2025-05-29 09:00:00,59.0,11.8,3.78,12.0,62.98,Completed
ORD-00150,CUST-1100,2025-11-20 12:00:00,257.0,51.4,16.45,0.0,222.05,Completed
ORD-00151,CUST-1010,2025-10-20 11:00:00,149.0,0.0,11.92,0.0,160.92,Completed
ORD-00152,CUST-0169,2025-07-26 12:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00153,CUST-0674,2025-08-25 18:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00154,CUST-0298,2025-02-03 18:00:00,797.0,0.0,63.76,0.0,860.76,Completed
ORD-00155,CUST-1172,2025-05-27 18:00:00,207.0,31.05,14.08,0.0,190.03,Completed
ORD-00156,CUST-0691,2025-04-06 12:00:00,29.0,0.0,2.32,12.0,43.32,Completed
ORD-00157,CUST-0198,2025-06-17 12:00:00,1198.0,119.8,86.26,0.0,1164.46,Completed
ORD-00158,CUST-0194,2025-10-08 09:00:00,79.0,15.8,5.06,12.0,80.26,Completed
ORD-00159,CUST-1134,2025-02-12 21:00:00,267.0,0.0,21.36,0.0,288.36,Completed
ORD-00160,CUST-0725,2025-04-06 21:00:00,29.0,2.9,2.09,12.0,40.19,Completed
ORD-00161,CUST-1088,2025-03-07 18:00:00,387.0,77.4,24.77,0.0,334.37,Completed
ORD-00162,CUST-0415,2025-10-19 14:00:00,217.0,0.0,17.36,0.0,234.36,Completed
ORD-00163,CUST-0154,2025-12-09 11:00:00,877.0,87.7,63.14,0.0,852.44,Completed
ORD-00164,CUST-0802,2025-11-27 14:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00165,CUST-0566,2025-10-08 19:00:00,148.0,22.2,10.06,0.0,135.86,Completed
ORD-00166,CUST-0023,2025-12-09 16:00:00,89.0,13.35,6.05,12.0,93.7,Completed
ORD-00167,CUST-0256,2025-12-19 10:00:00,256.0,0.0,20.48,0.0,276.48,Completed
ORD-00168,CUST-0782,2025-05-11 09:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00169,CUST-0998,2025-04-26 16:00:00,158.0,0.0,12.64,0.0,170.64,Completed
ORD-00170,CUST-1013,2025-08-10 14:00:00,187.0,0.0,14.96,0.0,201.96,Completed
ORD-00171,CUST-0674,2025-06-06 09:00:00,59.0,11.8,3.78,12.0,62.98,Completed
ORD-00172,CUST-0454,2025-05-21 20:00:00,79.0,15.8,5.06,12.0,80.26,Completed
ORD-00173,CUST-1063,2025-12-08 14:00:00,70.0,0.0,5.6,12.0,87.6,Completed
ORD-00174,CUST-1179,2025-03-24 17:00:00,208.0,0.0,16.64,0.0,224.64,Completed
ORD-00175,CUST-0712,2025-10-30 17:00:00,35.0,7.0,2.24,12.0,42.24,Completed
ORD-00176,CUST-0053,2025-03-02 18:00:00,727.0,72.7,52.34,0.0,706.64,Completed
ORD-00177,CUST-0567,2025-01-30 15:00:00,149.0,22.35,10.13,0.0,136.78,Completed
ORD-00178,CUST-0822,2025-03-30 21:00:00,128.0,0.0,10.24,0.0,138.24,Completed
ORD-00179,CUST-0467,2025-05-21 22:00:00,79.0,7.9,5.69,12.0,88.79,Completed
ORD-00180,CUST-0784,2025-10-23 13:00:00,198.0,29.7,13.46,0.0,181.76,Completed
ORD-00181,CUST-1037,2025-10-14 12:00:00,438.0,0.0,35.04,0.0,473.04,Completed
ORD-00182,CUST-0829,2025-03-16 19:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00183,CUST-0602,2025-01-30 11:00:00,149.0,22.35,10.13,0.0,136.78,Completed
ORD-00184,CUST-0054,2025-03-16 22:00:00,1347.0,269.4,86.21,0.0,1163.81,Completed
ORD-00185,CUST-0899,2025-12-02 14:00:00,35.0,7.0,2.24,12.0,42.24,Completed
ORD-00186,CUST-0536,2025-07-06 20:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00187,CUST-0732,2025-03-21 21:00:00,29.0,0.0,2.32,12.0,43.32,Completed
ORD-00188,CUST-1040,2025-10-02 13:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00189,CUST-1135,2025-04-25 15:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00190,CUST-0894,2025-03-02 16:00:00,79.0,7.9,5.69,12.0,88.79,Completed
ORD-00191,CUST-0131,2025-01-27 17:00:00,128.0,12.8,9.22,0.0,124.42,Completed
ORD-00192,CUST-0812,2025-10-20 16:00:00,79.0,15.8,5.06,12.0,80.26,Completed
ORD-00193,CUST-0296,2025-12-15 17:00:00,836.0,0.0,66.88,0.0,902.88,Completed
ORD-00194,CUST-1085,2025-03-13 11:00:00,807.0,161.4,51.65,0.0,697.25,Completed
ORD-00195,CUST-1176,2025-12-17 14:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00196,CUST-0638,2025-10-17 15:00:00,129.0,19.35,8.77,0.0,118.42,Completed
ORD-00197,CUST-0168,2025-02-12 12:00:00,29.0,4.35,1.97,12.0,38.62,Completed
ORD-00198,CUST-0196,2025-11-20 08:00:00,599.0,89.85,40.73,0.0,549.88,Completed
ORD-00199,CUST-0143,2025-04-07 18:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00200,CUST-0317,2025-12-01 22:00:00,178.0,0.0,14.24,0.0,192.24,Completed
ORD-00201,CUST-0080,2025-03-03 20:00:00,35.0,0.0,2.8,12.0,49.8,Completed
ORD-00202,CUST-1062,2025-02-10 11:00:00,158.0,31.6,10.11,0.0,136.51,Completed
ORD-00203,CUST-0918,2025-12-09 16:00:00,178.0,0.0,14.24,0.0,192.24,Completed
ORD-00204,CUST-1006,2025-10-03 13:00:00,463.0,92.6,29.63,0.0,400.03,Completed
ORD-00205,CUST-1119,2025-06-04 10:00:00,35.0,7.0,2.24,12.0,42.24,Completed
ORD-00206,CUST-0773,2025-02-10 09:00:00,69.0,10.35,4.69,12.0,75.34,Completed
ORD-00207,CUST-0113,2025-01-22 09:00:00,108.0,0.0,8.64,0.0,116.64,Completed
ORD-00208,CUST-1095,2025-06-08 11:00:00,70.0,7.0,5.04,12.0,80.04,Completed
ORD-00209,CUST-1042,2025-01-23 09:00:00,128.0,12.8,9.22,0.0,124.42,Completed
ORD-00210,CUST-1170,2025-01-12 22:00:00,737.0,110.55,50.12,0.0,676.57,Completed
ORD-00211,CUST-0363,2025-04-27 13:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00212,CUST-0529,2025-08-05 18:00:00,118.0,0.0,9.44,0.0,127.44,Completed
ORD-00213,CUST-0848,2025-04-01 12:00:00,658.0,0.0,52.64,0.0,710.64,Completed
ORD-00214,CUST-0235,2025-10-05 10:00:00,362.0,54.3,24.62,0.0,332.32,Completed
ORD-00215,CUST-0223,2025-07-22 21:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00216,CUST-1062,2025-08-29 15:00:00,599.0,0.0,47.92,0.0,646.92,Completed
ORD-00217,CUST-0378,2025-01-25 14:00:00,138.0,13.8,9.94,0.0,134.14,Completed
ORD-00218,CUST-0431,2025-01-23 17:00:00,138.0,0.0,11.04,0.0,149.04,Completed
ORD-00219,CUST-0718,2025-02-04 14:00:00,89.0,8.9,6.41,12.0,98.51,Completed
ORD-00220,CUST-0688,2025-10-02 21:00:00,29.0,2.9,2.09,12.0,40.19,Completed
ORD-00221,CUST-0294,2025-05-18 09:00:00,599.0,59.9,43.13,0.0,582.23,Completed
ORD-00222,CUST-0659,2025-03-07 18:00:00,599.0,0.0,47.92,0.0,646.92,Completed
ORD-00223,CUST-0460,2025-01-19 17:00:00,138.0,0.0,11.04,0.0,149.04,Completed
ORD-00224,CUST-0793,2025-04-13 15:00:00,178.0,26.7,12.1,0.0,163.4,Completed
ORD-00225,CUST-0459,2025-03-25 12:00:00,69.0,13.8,4.42,12.0,71.62,Completed
ORD-00226,CUST-0841,2025-10-05 21:00:00,342.0,0.0,27.36,0.0,369.36,Completed
ORD-00227,CUST-0944,2025-08-16 14:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00228,CUST-1086,2025-04-15 11:00:00,114.0,22.8,7.3,0.0,98.5,Completed
ORD-00229,CUST-0768,2025-03-26 10:00:00,148.0,22.2,10.06,0.0,135.86,Completed
ORD-00230,CUST-1130,2025-12-04 14:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00231,CUST-1163,2025-06-27 17:00:00,89.0,13.35,6.05,12.0,93.7,Completed
ORD-00232,CUST-0960,2025-04-01 13:00:00,49.0,0.0,3.92,12.0,64.92,Completed
ORD-00233,CUST-0199,2025-02-13 08:00:00,777.0,0.0,62.16,0.0,839.16,Completed
ORD-00234,CUST-0416,2025-04-20 12:00:00,173.0,0.0,13.84,0.0,186.84,Completed
ORD-00235,CUST-1151,2025-03-11 14:00:00,149.0,29.8,9.54,0.0,128.74,Completed
ORD-00236,CUST-0576,2025-03-08 18:00:00,599.0,119.8,38.34,0.0,517.54,Completed
ORD-00237,CUST-0969,2025-03-02 17:00:00,59.0,5.9,4.25,12.0,69.35,Completed
ORD-00238,CUST-0917,2025-09-09 18:00:00,577.0,0.0,46.16,0.0,623.16,Completed
ORD-00239,CUST-0307,2025-04-10 13:00:00,856.0,171.2,54.78,0.0,739.58,Completed
ORD-00240,CUST-0347,2025-05-27 16:00:00,1336.0,200.4,90.85,0.0,1226.45,Completed
ORD-00241,CUST-0539,2025-10-22 08:00:00,94.0,9.4,6.77,12.0,103.37,Completed
ORD-00242,CUST-0022,2025-01-10 12:00:00,129.0,0.0,10.32,0.0,139.32,Completed
ORD-00243,CUST-0554,2025-06-07 20:00:00,208.0,31.2,14.14,0.0,190.94,Completed
ORD-00244,CUST-1132,2025-06-01 09:00:00,70.0,0.0,5.6,12.0,87.6,Completed
ORD-00245,CUST-0048,2025-02-24 11:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00246,CUST-0179,2025-01-05 19:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00247,CUST-1194,2025-11-10 21:00:00,349.0,34.9,25.13,0.0,339.23,Completed
ORD-00248,CUST-0409,2025-02-11 10:00:00,948.0,0.0,75.84,0.0,1023.84,Completed
ORD-00249,CUST-0431,2025-02-03 13:00:00,59.0,11.8,3.78,12.0,62.98,Completed
ORD-00250,CUST-0382,2025-11-23 15:00:00,89.0,8.9,6.41,12.0,98.51,Completed
ORD-00251,CUST-0254,2025-02-08 11:00:00,238.0,0.0,19.04,0.0,257.04,Completed
ORD-00252,CUST-0608,2025-12-08 11:00:00,89.0,13.35,6.05,12.0,93.7,Completed
ORD-00253,CUST-0577,2025-02-03 08:00:00,807.0,0.0,64.56,0.0,871.56,Completed
ORD-00254,CUST-0025,2025-12-12 09:00:00,193.0,0.0,15.44,0.0,208.44,Completed
ORD-00255,CUST-0654,2025-10-24 15:00:00,49.0,4.9,3.53,12.0,59.63,Completed
ORD-00256,CUST-0088,2025-10-30 22:00:00,317.0,31.7,22.82,0.0,308.12,Completed
ORD-00257,CUST-0291,2025-07-17 14:00:00,287.0,0.0,22.96,0.0,309.96,Completed
ORD-00258,CUST-0819,2025-11-12 22:00:00,1037.0,0.0,82.96,0.0,1119.96,Completed
ORD-00259,CUST-1019,2025-06-19 12:00:00,59.0,5.9,4.25,12.0,69.35,Completed
ORD-00260,CUST-0999,2025-01-31 13:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00261,CUST-0290,2025-10-14 14:00:00,149.0,22.35,10.13,0.0,136.78,Completed
ORD-00262,CUST-0879,2025-11-28 16:00:00,98.0,14.7,6.66,12.0,101.96,Completed
ORD-00263,CUST-1158,2025-02-02 08:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00264,CUST-0669,2025-06-24 22:00:00,79.0,7.9,5.69,12.0,88.79,Completed
ORD-00265,CUST-0261,2025-11-20 17:00:00,89.0,0.0,7.12,12.0,108.12,Completed
ORD-00266,CUST-0963,2025-06-10 16:00:00,79.0,0.0,6.32,12.0,97.32,Completed
ORD-00267,CUST-1006,2025-05-19 15:00:00,218.0,43.6,13.95,0.0,188.35,Completed
ORD-00268,CUST-0506,2025-01-30 13:00:00,138.0,27.6,8.83,0.0,119.23,Completed
ORD-00269,CUST-0644,2025-12-02 21:00:00,497.0,74.55,33.8,0.0,456.25,Completed
ORD-00270,CUST-0509,2025-08-05 19:00:00,69.0,0.0,5.52,12.0,86.52,Completed
ORD-00271,CUST-0864,2025-10-10 15:00:00,59.0,0.0,4.72,12.0,75.72,Completed
ORD-00272,CUST-0561,2025-04-15 17:00:00,158.0,0.0,12.64,0.0,170.64,Completed
